ID_POLIZA;COBERTURA;COND_GENERAL;MONTO_ASEGURADO;PRIMA_PACTADA
POL0108;RC DAÑO MORAL;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.2
POL0108;RC LUCRO CESANTE;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.2
POL0726;DAÑOS MATERIALES;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];530.0;7.77
POL0726;PLAN A: MUERTE ACCID;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.08
POL0726;ASIS VEH SOLUC 2.0;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];250.0;0.08
POL0726;RESPONSAB. CIVIL;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.76
POL0726;ROBO.HURTO, USO NO A;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.76
POL0726;ROBO DE ACC.HTA 10%;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.76
POL0726;HUELGA Y TERRORISMO;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;ACTOS MALICIOSOS;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;GRANIZO/ R.DE NATURA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;SISMO;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;D.MAT. X LA CARGA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;D.MAT. POR COND. DEP;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;PLAN B: INCAPACIDAD;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;AUTOREEMPLAZO 30DIAS;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;INDEMNIZ. 0 KM;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;R.C. POR PROP.CARGA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;R.C. POR COND. DEPEN;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;ASIGNACION DE TALLER;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.08
POL0726;DEF.PENAL Y CON. FZA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];150.0;0.08
POL0726;RC DAÑO MORAL;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.08
POL0726;RC LUCRO CESANTE;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.08
POL0726;RESP.CIVIL EN EXCESO;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.0
POL0565;DAÑOS MATERIALES;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];609.0;6.63
POL0565;PLAN A: MUERTE ACCID;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.1
POL0565;ASIS VEH SOLUC 2.0;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];250.0;0.1
POL0565;RESPONSAB. CIVIL;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;1.0
POL0565;ROBO.HURTO, USO NO A;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;1.2
POL0565;ROBO DE ACC.HTA 10%;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;1.2
POL0565;HUELGA Y TERRORISMO;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;ACTOS MALICIOSOS;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;GRANIZO/ R.DE NATURA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;SISMO;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;D.MAT. X LA CARGA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;D.MAT. POR COND. DEP;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;PLAN B: INCAPACIDAD;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;AUTOREEMPLAZO 30DIAS;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;INDEMNIZ. 0 KM;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;R.C. POR PROP.CARGA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;R.C. POR COND. DEPEN;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;ASIGNACION DE TALLER;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0565;DEF.PENAL Y CON. FZA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];150.0;0.1
POL0565;RC DAÑO MORAL;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.1
POL0565;RC LUCRO CESANTE;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.1
POL0249;DAÑOS MATERIALES;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];500.0;45.99
POL0249;RESPONSAB. CIVIL;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];500.0;1.2
POL0249;ASIS VEHICULO FULL;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];250.0;0.25
POL0249;PLAN A: MUERTE ACCID;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];1250.0;0.1
POL0249;ROBO.HURTO, USO NO A;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];0.0;1.2
POL0249;ROBO DE ACC.HTA 10%;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];0.0;0.1
POL0249;HUELGA Y TERRORISMO;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];0.0;0.1
POL0249;ACTOS MALICIOSOS;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];0.0;0.1
POL0249;GRANIZO/ R.DE NATURA;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];0.0;0.2
POL0249;SISMO;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];0.0;0.1
POL0249;ASSIS PREX;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];0.0;0.18
POL0249;PLAN B: INCAPACIDAD;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];0.0;0.1
POL0249;VEH.REEMPLAZO 30DIAS;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];0.0;0.4
POL0249;INDEMNIZ.0KM 12MESES;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];0.0;0.1
POL0249;EXCLUSIVIDAD GARAGE;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];0.0;0.1
POL0249;RC DAÑO MORAL;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];500.0;0.1
POL0249;RC LUCRO CESANTE;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];500.0;0.1
POL0249;DEF.PENAL Y CON. FZA;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];150.0;0.1
POL0249;GASTOS MEDICOS;['P120130214', 'P120130414', 'P120140303', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130344'];125.0;0.1
POL0272;DAÑOS MATERIALES;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];300.0;8.06
POL0272;RESPONSAB. CIVIL;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];1500.0;1.4
POL0272;PLAN A: MUERTE ACCID;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];100.0;0.2
POL0272;AS VEH SOLMOVMAS2.0;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];250.0;1.0
POL0272;ROBO.HURTO, USO NO A;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;1.2
POL0272;R.C. POR PROP.CARGA;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.2
POL0272;ROBO DE ACC.HTA 10%;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;1.2
POL0272;HUELGA Y TERRORISMO;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.2
POL0272;ACTOS MALICIOSOS;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.2
POL0272;GRANIZO/ R.DE NATURA;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.2
POL0272;SISMO;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.1
POL0272;D.MAT. X LA CARGA;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.1
POL0272;D.MAT. POR COND. DEP;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.1
POL0272;R.C. POR COND. DEPEN;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.1
POL0272;PLAN B: INCAPACIDAD;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.1
POL0272;AUTOREEMPLAZO 45DIAS;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.9
POL0272;INDEMNIZ.0KM 24MESES;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.1
POL0272;EXCLUSIVIDAD GARAGE;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];0.0;0.1
POL0272;RC DAÑO MORAL;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];1500.0;0.4
POL0272;RC LUCRO CESANTE;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];1500.0;0.4
POL0272;DEF.PENAL Y CON. FZA;['P120130214', 'P120130414', 'P320130366', 'P120140303', 'C120130345', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130347', 'C120130344'];150.0;0.2
POL0189;DAÑOS MATERIALES;['P120131318', 'P120140303', 'P320131378'];345.0;4.12
POL0189;RESPONSAB. CIVIL;['P120131318', 'P120140303', 'P320131378'];500.0;2.0
POL0189;AS VEHICULO FALABELL;['P120131318', 'P120140303', 'P320131378'];250.0;0.3
POL0189;PLAN A: MUERTE ACCID;['P120131318', 'P120140303', 'P320131378'];500.0;0.2
POL0189;ROBO.HURTO, USO NO A;['P120131318', 'P120140303', 'P320131378'];0.0;1.2
POL0189;ROBO DE ACC.HTA 10%;['P120131318', 'P120140303', 'P320131378'];0.0;0.2
POL0189;HUELGA Y TERRORISMO;['P120131318', 'P120140303', 'P320131378'];0.0;0.2
POL0189;ACTOS MALICIOSOS;['P120131318', 'P120140303', 'P320131378'];0.0;0.2
POL0189;GRANIZO/ R.DE NATURA;['P120131318', 'P120140303', 'P320131378'];0.0;0.2
POL0189;SISMO;['P120131318', 'P120140303', 'P320131378'];0.0;0.2
POL0189;AUTOREEM HASTA 45DIA;['P120131318', 'P120140303', 'P320131378'];0.0;0.2
POL0189;PLAN B: INCAPACIDAD;['P120131318', 'P120140303', 'P320131378'];0.0;0.2
POL0189;D.MAT. X LA CARGA;['P120131318', 'P120140303', 'P320131378'];0.0;0.4
POL0189;R.C. POR PROP.CARGA;['P120131318', 'P120140303', 'P320131378'];0.0;0.2
POL0189;INDEMNIZ. 0 KM;['P120131318', 'P120140303', 'P320131378'];0.0;0.1
POL0189;TALLER DE MARCA;['P120131318', 'P120140303', 'P320131378'];0.0;0.1
POL0189;AS COMPL VEH.FALABEL;['P120131318', 'P120140303', 'P320131378'];0.0;0.2
POL0189;RC DAÑO MORAL;['P120131318', 'P120140303', 'P320131378'];500.0;0.2
POL0189;RC LUCRO CESANTE;['P120131318', 'P120140303', 'P320131378'];500.0;0.4
POL0668;DAÑOS MATERIALES;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];500.0;15.42
POL0668;R CIVIL EMERGENTE;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];1000.0;1.2
POL0668;PLAN A: MUERTE ACCID;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];600.0;0.1
POL0668;ASISTENCIA VEHICULAR;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];250.0;0.18
POL0668;ROBO, HURTO USO NO A;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];0.0;1.2
POL0668;ROBO DE ACCESORIOS;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];0.0;0.1
POL0668;DM HUELGA Y TERRORIS;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];0.0;0.1
POL0668;DM ACTOS MALICIOSOS;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];0.0;0.1
POL0668;DM RIESGOS DE LA NAT;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];0.0;0.1
POL0668;DM GRANIZO;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];0.0;0.1
POL0668;DM POR SISMO;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];0.0;0.1
POL0668;EXCLUSIVIDAD GARAGE;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];0.0;0.1
POL0668;INDEMNIZ.0KM 24MESES;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];0.0;0.1
POL0668;VEHICULO REEMPLAZO;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];0.0;0.4
POL0668;R CIVIL DAÑO MORAL;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];1000.0;0.1
POL0668;R CIVIL LUCRO CESANT;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];1000.0;0.1
POL0668;DEFENSA PENAL Y CONS;['P120160325', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160335'];150.0;0.1
POL0486;DAÑOS MATERIALES;['P120140303', 'C120130405', 'C120130406'];1000.0;12.9
POL0486;RESPONSAB. CIVIL;['P120140303', 'C120130405', 'C120130406'];1000.0;1.4
POL0486;PLAN A: MUERTE ACCID;['P120140303', 'C120130405', 'C120130406'];500.0;0.2
POL0486;ASISTENCIA VEHICULAR;['P120140303', 'C120130405', 'C120130406'];250.0;0.1
POL0486;ROBO DE ACC.HTA 10%;['P120140303', 'C120130405', 'C120130406'];0.0;0.8
POL0486;ROBO.HURTO, USO NO A;['P120140303', 'C120130405', 'C120130406'];0.0;0.35
POL0486;HUELGA Y TERRORISMO;['P120140303', 'C120130405', 'C120130406'];0.0;0.2
POL0486;ACTOS MALICIOSOS;['P120140303', 'C120130405', 'C120130406'];0.0;0.2
POL0486;SISMO;['P120140303', 'C120130405', 'C120130406'];0.0;0.2
POL0486;GRANIZO/ R.DE NATURA;['P120140303', 'C120130405', 'C120130406'];0.0;0.2
POL0486;PLAN B: INCAPACIDAD;['P120140303', 'C120130405', 'C120130406'];0.0;0.2
POL0486;D.MAT. X LA CARGA;['P120140303', 'C120130405', 'C120130406'];0.0;0.2
POL0486;R.C. POR PROP.CARGA;['P120140303', 'C120130405', 'C120130406'];0.0;0.4
POL0486;D.MAT.EN EXTRANJERO;['P120140303', 'C120130405', 'C120130406'];0.0;0.2
POL0486;VDR 45 DIAS COP 4000;['P120140303', 'C120130405', 'C120130406'];0.0;0.54
POL0486;INDEMNIZ. 0 KM;['P120140303', 'C120130405', 'C120130406'];0.0;0.1
POL0486;ASIGNACION DE TALLER;['P120140303', 'C120130405', 'C120130406'];0.0;0.1
POL0486;DM CONDUCTORES DEPEN;['P120140303', 'C120130405', 'C120130406'];0.0;0.1
POL0486;DT CONDUCTORES DEPEN;['P120140303', 'C120130405', 'C120130406'];0.0;0.1
POL0486;RC DAÑO MORAL;['P120140303', 'C120130405', 'C120130406'];1000.0;0.4
POL0486;RC LUCRO CESANTE;['P120140303', 'C120130405', 'C120130406'];1000.0;0.4
POL0486;DEF.PENAL Y CON. FZA;['P120140303', 'C120130405', 'C120130406'];200.0;0.4
POL0438;DAÑOS MATERIALES;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];380.0;9.17
POL0438;PLAN A: MUERTE ACCID;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.1
